District,Soil_Type,Season,Crop_Name,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity_Percent,Sunlight_Hours_Per_Day,Yield_kg_per_hectare,Avg_Market_Price_LKR_per_kg
Mullaitivu,Latosols,Maha,Sweet Potato,31.1,2131,81,6.7,21726,110.97
Kandy,Reddish Brown Earths,Maha,Manioc,27.1,2313,72,5.9,24861,93.08
Trincomalee,Alluvial Soils,Maha,Carrot,29.0,1964,78,8.3,32958,181.91
Puttalam,Calcic Red Latosols,Maha,Mango,27.6,1304,79,7.4,13795,314.06
Badulla,Red-Yellow Podzolic Soils,Maha,Manioc,20.3,2401,75,6.3,24754,81.1
Matara,Red-Yellow Podzolic Soils,Maha,Coconut,30.6,2816,80,6.9,18571,103.59
Batticaloa,Regosols,Maha,Sweet Potato,31.5,1711,82,7.6,23265,120.44
Polonnaruwa,Alluvial Soils,Yala,Paddy,30.7,1191,69,7.3,6242,109.27
Polonnaruwa,Alluvial Soils,Maha,Tomato,31.7,1740,77,6.6,24024,166.89
Kurunegala,Reddish Brown Earths,Maha,Tomato,28.6,1987,79,7.5,20707,147.57
Jaffna,Calcic Red Latosols,Yala,Carrot,32.6,751,68,7.8,3500,216.09
Batticaloa,Regosols,Yala,Cabbage,31.9,1268,73,7.5,24783,154.36
Ampara,Alluvial Soils,Yala,Pumpkin,30.6,1161,73,8.3,20592,106.73
Anuradhapura,Alluvial Soils,Yala,Maize,33.5,1127,71,7.4,6315,142.83
Colombo,Red-Yellow Podzolic Soils,Yala,Paddy,26.4,1893,79,6.1,5277,121.86
Kegalle,Red-Yellow Podzolic Soils,Maha,Chili,27.6,3020,89,5.7,9487,395.28
Jaffna,Calcic Red Latosols,Yala,Mango,32.1,588,69,8.1,15675,305.75
Batticaloa,Alluvial Soils,Yala,Cabbage,30.8,1359,83,7.6,24744,146.59
Mullaitivu,Latosols,Yala,Cabbage,26.6,1433,84,6.7,25773,148.42
Mullaitivu,Alluvial Soils,Yala,Chili,31.2,1277,74,6.5,6193,422.2
Kurunegala,Reddish Brown Earths,Yala,Carrot,31.0,1571,80,7.2,25452,174.82
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Rubber,17.1,2192,89,5.3,1670,819.67
Kegalle,Red-Yellow Podzolic Soils,Maha,Rubber,27.4,4078,84,5.9,2639,820.22
Kalutara,Red-Yellow Podzolic Soils,Yala,Maize,26.2,2397,80,6.3,3920,146.89
Trincomalee,Reddish Brown Earths,Maha,Mango,28.7,1845,66,8.2,20203,325.9
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Sweet Potato,14.3,2514,80,5.7,19718,113.46
Galle,Latosols,Yala,Coconut,26.4,1811,85,5.7,12577,108.67
Polonnaruwa,Alluvial Soils,Maha,Mango,33.4,1921,72,7.7,18684,317.87
Kurunegala,Reddish Brown Earths,Maha,Brinjal,31.7,1909,84,6.0,20045,167.42
Vavuniya,Reddish Brown Earths,Yala,Manioc,30.7,1135,68,6.6,26505,83.15
Matale,Reddish Brown Earths,Yala,Carrot,25.7,1533,78,6.1,25993,189.98
Puttalam,Regosols,Yala,Banana,30.9,802,83,7.3,12794,151.52
Vavuniya,Reddish Brown Earths,Yala,Potato,29.5,1206,65,7.7,20796,199.72
Polonnaruwa,Alluvial Soils,Maha,Pumpkin,28.3,1931,70,7.5,29379,92.91
Galle,Latosols,Yala,Manioc,29.7,1953,80,6.4,18579,81.57
Kurunegala,Reddish Brown Earths,Yala,Manioc,28.4,1490,71,6.4,24884,93.16
Polonnaruwa,Alluvial Soils,Maha,Tomato,30.6,1849,76,6.6,21011,170.97
Badulla,Red-Yellow Podzolic Soils,Yala,Potato,25.0,1409,83,5.5,31645,200.75
Kegalle,Red-Yellow Podzolic Soils,Maha,Brinjal,29.6,4069,81,5.0,17305,182.17
Anuradhapura,Alluvial Soils,Yala,Coconut,31.0,1106,74,8.4,8048,99.56
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Manioc,14.0,1591,75,4.8,17467,93.21
Kalutara,Red-Yellow Podzolic Soils,Maha,Tea,29.4,3439,80,5.6,3131,667.45
Kegalle,Latosols,Yala,Paddy,29.6,2068,85,6.3,4159,111.09
Monaragala,Reddish Brown Earths,Maha,Tomato,28.2,1931,70,7.6,24152,154.79
Kilinochchi,Reddish Brown Earths,Maha,Carrot,28.7,1406,72,7.2,29655,174.51
Gampaha,Latosols,Maha,Banana,28.1,2913,76,7.0,31424,141.35
Polonnaruwa,Reddish Brown Earths,Maha,Tomato,27.2,2124,65,7.4,23089,157.73
Kurunegala,Reddish Brown Earths,Yala,Sweet Potato,31.7,1583,78,6.3,16057,104.43
Badulla,Red-Yellow Podzolic Soils,Maha,Carrot,22.0,2476,72,6.0,55489,173.18
Gampaha,Alluvial Soils,Yala,Rubber,27.7,1627,79,6.6,1709,845.09
Trincomalee,Alluvial Soils,Yala,Sweet Potato,31.3,974,77,8.0,13608,112.32
Nuwara Eliya,Latosols,Yala,Big Onion,12.7,1804,76,5.2,16578,230.67
Gampaha,Alluvial Soils,Maha,Potato,28.8,2587,84,6.5,11157,236.3
Batticaloa,Alluvial Soils,Maha,Potato,32.9,1779,75,7.8,25973,206.78
Ratnapura,Red-Yellow Podzolic Soils,Maha,Rubber,28.0,4696,80,5.9,3090,803.24
Kilinochchi,Reddish Brown Earths,Maha,Cabbage,33.9,1292,72,7.6,40289,146.96
Vavuniya,Reddish Brown Earths,Maha,Papaya,31.3,1812,73,7.8,39975,120.32
Hambantota,Alluvial Soils,Yala,Sweet Potato,30.6,834,65,7.9,14656,117.11
Badulla,Red-Yellow Podzolic Soils,Yala,Potato,25.0,1604,73,5.1,33065,215.26
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Chili,12.3,2861,88,5.0,3531,455.29
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Cabbage,13.4,2329,80,4.9,66695,137.03
Matale,Reddish Brown Earths,Maha,Manioc,26.5,2173,65,6.8,26451,97.76
Kegalle,Latosols,Yala,Brinjal,26.8,2683,82,5.6,12699,178.85
Polonnaruwa,Alluvial Soils,Yala,Maize,29.3,1331,79,6.6,6525,148.78
Monaragala,Reddish Brown Earths,Maha,Tomato,25.0,1848,78,7.2,22981,169.34
Vavuniya,Reddish Brown Earths,Maha,Coconut,31.8,1754,66,7.2,9938,90.42
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Pumpkin,17.3,2475,85,5.2,26382,99.09
Kalutara,Red-Yellow Podzolic Soils,Yala,Papaya,29.4,2287,82,5.1,40739,133.82
Jaffna,Calcic Red Latosols,Maha,Tomato,31.9,853,68,8.2,21269,166.25
Kandy,Red-Yellow Podzolic Soils,Maha,Paddy,27.4,2617,70,6.0,5327,111.64
Monaragala,Reddish Brown Earths,Yala,Beans,29.1,1203,69,6.5,11276,236.05
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Paddy,12.3,2317,86,4.5,1088,136.19
Mannar,Calcic Red Latosols,Maha,Tea,27.3,1418,75,8.0,2214,738.32
Galle,Red-Yellow Podzolic Soils,Maha,Big Onion,27.0,2955,79,6.5,21302,240.6
Kandy,Red-Yellow Podzolic Soils,Maha,Tea,24.2,2421,84,5.7,3415,732.64
Polonnaruwa,Reddish Brown Earths,Yala,Maize,30.8,1340,69,7.0,6246,134.1
Trincomalee,Reddish Brown Earths,Yala,Big Onion,33.6,1133,74,8.0,16754,235.57
Kandy,Reddish Brown Earths,Maha,Beans,22.7,2333,77,6.0,24939,271.94
Kurunegala,Reddish Brown Earths,Yala,Mango,29.7,1485,83,6.7,11132,310.04
Mannar,Regosols,Maha,Cabbage,28.3,1117,78,8.7,39056,144.0
Puttalam,Calcic Red Latosols,Yala,Beans,31.0,1006,81,7.2,12835,251.44
Polonnaruwa,Alluvial Soils,Yala,Beans,30.3,1244,72,7.2,12961,265.57
Kegalle,Latosols,Yala,Rubber,25.4,2560,82,6.1,2174,843.57
Batticaloa,Regosols,Maha,Chili,28.3,1731,80,8.0,10010,433.81
Badulla,Red-Yellow Podzolic Soils,Yala,Brinjal,18.1,1544,83,5.6,14066,165.21
Kilinochchi,Reddish Brown Earths,Maha,Rubber,29.8,1613,68,7.8,1773,804.58
Kegalle,Red-Yellow Podzolic Soils,Yala,Potato,24.0,2573,79,6.0,18987,200.31
Monaragala,Reddish Brown Earths,Maha,Pumpkin,28.9,1992,67,7.8,28821,90.47
Hambantota,Alluvial Soils,Yala,Potato,28.7,791,67,7.3,4623,242.34
Colombo,Red-Yellow Podzolic Soils,Yala,Manioc,28.3,1787,82,6.6,24678,84.98
Polonnaruwa,Alluvial Soils,Yala,Carrot,27.0,1298,72,7.9,5701,211.5
Ampara,Alluvial Soils,Yala,Big Onion,28.3,1378,80,8.4,18650,243.39
Mannar,Regosols,Yala,Maize,31.9,771,72,8.6,3746,130.32
Puttalam,Regosols,Maha,Mango,30.9,1431,74,7.0,14583,293.0
Galle,Red-Yellow Podzolic Soils,Yala,Manioc,29.2,2123,90,5.4,18252,81.53
Kurunegala,Reddish Brown Earths,Yala,Beans,27.3,1412,76,6.5,12956,246.72
Ampara,Alluvial Soils,Yala,Carrot,29.8,1119,75,7.9,24552,178.29
Ratnapura,Red-Yellow Podzolic Soils,Maha,Banana,29.2,4416,88,5.6,17151,145.57
Matara,Red-Yellow Podzolic Soils,Yala,Maize,28.1,1676,85,5.6,4253,129.18
Jaffna,Calcic Red Latosols,Maha,Mango,27.8,1371,78,8.0,23835,315.23
Ampara,Alluvial Soils,Yala,Rubber,27.0,1315,80,7.8,1178,724.91
Nuwara Eliya,Latosols,Maha,Mango,13.0,2604,77,5.6,1828,336.22
Vavuniya,Reddish Brown Earths,Yala,Brinjal,31.9,1050,79,7.0,13759,165.92
Trincomalee,Alluvial Soils,Yala,Rubber,29.7,1084,70,7.7,1172,764.08
Batticaloa,Regosols,Maha,Beans,28.4,2173,73,7.2,17993,265.1
Batticaloa,Regosols,Maha,Big Onion,33.0,2149,76,7.9,23290,221.51
Ratnapura,Red-Yellow Podzolic Soils,Maha,Cabbage,26.4,4411,81,5.4,39998,154.46
Hambantota,Reddish Brown Earths,Yala,Tomato,27.7,876,67,8.1,17640,158.57
Mullaitivu,Alluvial Soils,Yala,Mango,26.0,1353,71,7.1,9750,327.78
Matale,Reddish Brown Earths,Maha,Cabbage,24.3,2275,68,6.4,39438,143.31
Kilinochchi,Reddish Brown Earths,Yala,Rubber,27.9,820,77,7.1,1263,723.05
Jaffna,Regosols,Yala,Beans,28.0,780,69,8.0,11667,245.35
Badulla,Red-Yellow Podzolic Soils,Maha,Big Onion,19.1,2598,75,5.4,21657,225.63
Kegalle,Latosols,Yala,Mango,25.5,2466,86,6.5,9716,294.11
Mullaitivu,Alluvial Soils,Maha,Cabbage,31.6,1902,81,6.8,34567,147.54
Gampaha,Latosols,Maha,Carrot,30.8,2765,83,6.7,13162,228.81
Kegalle,Red-Yellow Podzolic Soils,Maha,Big Onion,25.3,3486,82,5.8,22069,251.1
Galle,Latosols,Maha,Pumpkin,26.7,2651,81,5.6,34342,104.07
Matara,Alluvial Soils,Yala,Coconut,30.6,1805,78,5.7,13703,103.71
Matale,Reddish Brown Earths,Yala,Tomato,28.1,1425,70,6.3,28015,151.11
Galle,Red-Yellow Podzolic Soils,Yala,Tomato,28.4,1989,81,5.5,16440,161.26
Jaffna,Calcic Red Latosols,Maha,Rubber,30.9,1397,77,8.5,188,995.97
Batticaloa,Alluvial Soils,Yala,Mango,26.4,1181,76,7.8,10440,295.5
Kalutara,Red-Yellow Podzolic Soils,Yala,Tomato,29.9,2593,92,5.3,16050,145.29
Kandy,Red-Yellow Podzolic Soils,Maha,Big Onion,27.6,2274,74,5.6,22644,253.04
Matara,Red-Yellow Podzolic Soils,Maha,Cabbage,29.3,2779,82,5.9,14469,168.33
Gampaha,Alluvial Soils,Yala,Carrot,30.6,1943,86,6.1,9235,225.04
Badulla,Red-Yellow Podzolic Soils,Maha,Manioc,24.2,2577,79,5.1,24607,93.82
Colombo,Latosols,Maha,Paddy,28.6,2460,78,6.2,6735,122.16
Mullaitivu,Latosols,Maha,Cabbage,30.0,1562,75,6.7,38757,140.16
Polonnaruwa,Reddish Brown Earths,Maha,Mango,32.9,1685,77,7.1,20378,287.31
Kegalle,Latosols,Yala,Mango,30.8,2217,83,6.0,10401,279.18
Monaragala,Reddish Brown Earths,Yala,Pumpkin,33.8,1416,70,6.7,19205,94.11
Polonnaruwa,Alluvial Soils,Yala,Tea,29.1,1126,69,7.0,250,837.47
Anuradhapura,Alluvial Soils,Maha,Cabbage,29.9,1789,62,7.7,8772,171.74
Nuwara Eliya,Latosols,Maha,Chili,17.1,2850,77,4.6,3696,517.88
Mannar,Calcic Red Latosols,Yala,Maize,28.1,844,83,8.8,4272,130.4
Gampaha,Alluvial Soils,Yala,Chili,30.8,1968,81,6.7,7040,418.79
Kandy,Reddish Brown Earths,Maha,Brinjal,23.4,2536,75,6.8,19627,155.12
Trincomalee,Alluvial Soils,Yala,Tea,31.4,1297,78,8.0,1845,708.05
Jaffna,Calcic Red Latosols,Yala,Chili,29.0,716,65,8.5,12761,415.0
Kurunegala,Alluvial Soils,Maha,Beans,31.5,2230,82,6.7,16816,261.59
Badulla,Red-Yellow Podzolic Soils,Maha,Paddy,22.3,2175,82,5.5,4337,125.95
Mullaitivu,Latosols,Maha,Carrot,29.7,1808,84,7.0,34751,172.98
Ampara,Alluvial Soils,Yala,Cabbage,30.2,1304,81,7.0,24532,142.28
Kandy,Red-Yellow Podzolic Soils,Yala,Mango,22.8,1776,83,5.9,10427,314.47
Kurunegala,Alluvial Soils,Maha,Sweet Potato,31.7,1979,83,6.1,20456,106.04
Trincomalee,Reddish Brown Earths,Yala,Potato,29.6,1065,68,7.4,21366,183.59
Gampaha,Latosols,Yala,Brinjal,27.4,1863,79,6.7,19996,173.98
Galle,Red-Yellow Podzolic Soils,Maha,Banana,27.2,2748,84,5.4,23743,142.35
Polonnaruwa,Alluvial Soils,Maha,Brinjal,31.0,1946,75,7.8,18000,166.33
Galle,Red-Yellow Podzolic Soils,Maha,Sweet Potato,27.0,3085,78,5.5,21695,101.02
Galle,Latosols,Maha,Beans,29.8,3224,83,5.8,17645,253.89
Galle,Red-Yellow Podzolic Soils,Maha,Manioc,30.1,2936,85,6.1,26548,97.67
Matara,Red-Yellow Podzolic Soils,Maha,Brinjal,28.7,2434,89,6.5,25716,184.63
Kegalle,Latosols,Maha,Sweet Potato,29.5,3035,80,5.4,20541,114.63
Mullaitivu,Latosols,Yala,Chili,29.6,1209,78,8.0,6890,370.89
Colombo,Latosols,Yala,Cabbage,28.3,1936,83,6.4,13152,185.55
Mullaitivu,Alluvial Soils,Yala,Manioc,30.5,1149,84,6.6,27592,90.55
Puttalam,Regosols,Maha,Maize,30.6,1662,79,7.6,5391,142.43
Monaragala,Reddish Brown Earths,Maha,Tomato,26.2,1833,74,7.4,24633,151.84
Puttalam,Calcic Red Latosols,Yala,Cabbage,27.4,1051,72,7.8,28917,153.99
Batticaloa,Alluvial Soils,Maha,Banana,32.4,1852,83,7.7,17154,150.53
Anuradhapura,Reddish Brown Earths,Maha,Potato,29.7,1602,65,7.7,6792,249.95
Kilinochchi,Reddish Brown Earths,Yala,Rubber,26.4,1155,79,8.0,1281,735.43
Puttalam,Regosols,Yala,Brinjal,31.7,1116,83,7.2,14174,181.13
Jaffna,Calcic Red Latosols,Maha,Banana,30.0,1051,72,7.7,19386,163.78
Matale,Reddish Brown Earths,Yala,Pumpkin,28.3,1283,67,6.6,21619,98.2
Mannar,Calcic Red Latosols,Maha,Papaya,32.5,1345,74,8.4,43924,125.73
Polonnaruwa,Reddish Brown Earths,Maha,Mango,28.1,1711,67,6.9,21461,275.5
Jaffna,Regosols,Yala,Rubber,32.9,499,65,8.9,180,908.83
Matara,Red-Yellow Podzolic Soils,Yala,Tomato,29.6,1990,89,6.4,21233,171.66
Monaragala,Reddish Brown Earths,Yala,Tea,33.4,1158,74,7.1,1619,696.58
Polonnaruwa,Alluvial Soils,Yala,Papaya,26.1,1404,66,7.6,29814,120.95
Ratnapura,Red-Yellow Podzolic Soils,Maha,Beans,24.8,4578,90,5.1,16948,244.02
Kalutara,Red-Yellow Podzolic Soils,Maha,Tomato,29.6,3754,85,5.8,23537,153.28
Kilinochchi,Reddish Brown Earths,Maha,Maize,26.4,1760,77,7.3,5298,145.89
Matara,Alluvial Soils,Yala,Paddy,29.3,1648,81,7.0,5428,126.95
Colombo,Red-Yellow Podzolic Soils,Maha,Sweet Potato,28.1,2569,75,6.4,25640,101.26
Ampara,Reddish Brown Earths,Yala,Tea,29.2,1405,70,8.4,1589,641.29
Trincomalee,Reddish Brown Earths,Yala,Pumpkin,32.3,1199,73,7.1,20301,97.28
Ampara,Alluvial Soils,Maha,Carrot,30.6,1754,71,7.1,34773,187.7
Colombo,Red-Yellow Podzolic Soils,Yala,Coconut,28.3,1855,83,6.0,12126,102.5
Puttalam,Calcic Red Latosols,Yala,Papaya,30.4,1025,83,7.4,32585,134.55
Jaffna,Calcic Red Latosols,Maha,Papaya,28.3,817,69,8.4,44694,141.8
Batticaloa,Regosols,Yala,Paddy,29.7,1395,84,7.5,5421,120.54
Kalutara,Red-Yellow Podzolic Soils,Maha,Brinjal,29.1,3207,81,6.3,22951,161.44
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Papaya,17.7,1803,89,5.4,7802,165.84
Kalutara,Red-Yellow Podzolic Soils,Maha,Big Onion,29.8,3036,87,6.0,24473,223.13
Colombo,Red-Yellow Podzolic Soils,Yala,Brinjal,28.0,1666,87,5.7,20287,169.69
Kurunegala,Alluvial Soils,Yala,Tomato,28.7,1588,80,6.9,17870,173.8
Ratnapura,Red-Yellow Podzolic Soils,Maha,Banana,25.8,4251,91,4.6,18618,162.35
Galle,Red-Yellow Podzolic Soils,Yala,Beans,27.7,1942,78,6.1,12446,234.85
Matale,Reddish Brown Earths,Yala,Tea,26.7,1489,67,6.2,1556,753.18
Kalutara,Red-Yellow Podzolic Soils,Maha,Cabbage,26.0,3693,90,5.8,35343,162.73
Mullaitivu,Latosols,Maha,Big Onion,28.8,1653,78,7.8,24756,256.02
Puttalam,Regosols,Yala,Carrot,28.1,738,73,7.4,25197,185.61
Anuradhapura,Reddish Brown Earths,Maha,Big Onion,33.3,1557,68,7.7,38161,222.92
Monaragala,Reddish Brown Earths,Maha,Sweet Potato,25.0,1606,74,7.1,30536,111.44
Matale,Reddish Brown Earths,Yala,Big Onion,23.4,1534,73,7.1,26565,244.08
Trincomalee,Alluvial Soils,Maha,Chili,28.0,1713,78,7.2,12700,437.24
Galle,Red-Yellow Podzolic Soils,Yala,Sweet Potato,26.7,2033,81,5.3,16334,111.57
Mannar,Calcic Red Latosols,Maha,Tomato,29.9,1178,72,8.3,22707,164.56
Mullaitivu,Latosols,Yala,Tomato,31.2,1355,80,7.0,17990,170.87
Badulla,Red-Yellow Podzolic Soils,Maha,Pumpkin,22.2,2424,70,5.6,25322,92.54
Monaragala,Reddish Brown Earths,Yala,Chili,24.1,1327,65,7.8,6235,363.57
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Rubber,17.0,2268,83,5.3,1662,802.55
Polonnaruwa,Alluvial Soils,Maha,Tomato,29.4,2149,66,7.2,24721,158.32
Jaffna,Calcic Red Latosols,Yala,Big Onion,31.9,767,77,7.7,32020,249.52
Matara,Red-Yellow Podzolic Soils,Yala,Brinjal,29.4,1909,82,5.7,18003,164.99
Gampaha,Alluvial Soils,Yala,Sweet Potato,28.2,1912,82,6.2,20441,113.97
Puttalam,Regosols,Maha,Banana,28.5,1191,83,7.0,16594,154.69
Ratnapura,Red-Yellow Podzolic Soils,Yala,Big Onion,25.3,3052,88,4.6,17814,219.95
Monaragala,Reddish Brown Earths,Maha,Mango,33.6,1809,77,7.4,14647,314.07
Vavuniya,Reddish Brown Earths,Yala,Brinjal,26.9,1047,75,7.7,14078,177.56
Jaffna,Calcic Red Latosols,Yala,Carrot,31.4,566,69,8.2,3500,220.51
Kurunegala,Alluvial Soils,Yala,Coconut,29.7,1295,72,7.5,13431,101.97
Ratnapura,Red-Yellow Podzolic Soils,Yala,Banana,27.5,2631,86,5.1,14317,136.48
Mannar,Calcic Red Latosols,Yala,Papaya,31.0,930,72,8.5,28476,117.94
Gampaha,Latosols,Yala,Paddy,29.5,1827,84,6.7,5600,113.39
Monaragala,Reddish Brown Earths,Yala,Coconut,30.7,1171,72,6.6,7975,94.81
Kilinochchi,Reddish Brown Earths,Yala,Chili,33.2,851,71,7.5,8469,405.54
Kegalle,Latosols,Yala,Brinjal,26.8,2400,82,5.1,14780,178.53
Mullaitivu,Latosols,Maha,Tomato,32.4,2015,80,7.3,22617,170.13
Vavuniya,Reddish Brown Earths,Yala,Coconut,27.4,1257,75,7.0,8778,108.34
Trincomalee,Alluvial Soils,Yala,Paddy,27.5,1062,66,7.9,5002,113.5
Monaragala,Reddish Brown Earths,Yala,Paddy,33.2,1065,76,7.5,4948,125.1
Galle,Latosols,Yala,Rubber,26.8,2006,84,5.3,1998,874.96
Ampara,Alluvial Soils,Yala,Brinjal,28.1,1117,81,7.3,14088,155.15
Gampaha,Alluvial Soils,Maha,Tomato,27.3,2731,88,6.6,31348,150.97
Nuwara Eliya,Latosols,Maha,Tea,14.7,2693,76,5.1,3910,646.25
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Tea,16.4,1540,89,5.7,3022,673.56
Jaffna,Regosols,Yala,Tomato,28.2,747,73,8.6,15305,146.83
Jaffna,Regosols,Yala,Rubber,34.2,480,77,8.4,180,900.51
Ampara,Reddish Brown Earths,Maha,Maize,28.3,1710,71,7.6,8854,131.39
Monaragala,Reddish Brown Earths,Yala,Paddy,31.0,1224,77,7.5,4643,117.75
Batticaloa,Regosols,Yala,Mango,29.6,1336,75,7.6,10662,290.44
Badulla,Red-Yellow Podzolic Soils,Maha,Potato,18.6,2567,84,6.2,43297,190.71
Kurunegala,Reddish Brown Earths,Yala,Mango,32.8,1303,74,6.0,9414,289.49
Batticaloa,Alluvial Soils,Yala,Paddy,28.2,1181,80,7.7,4624,113.23
Kandy,Reddish Brown Earths,Maha,Paddy,23.4,2518,79,6.3,5590,124.53
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Potato,13.7,1716,81,4.9,37398,187.01
Anuradhapura,Alluvial Soils,Maha,Coconut,33.7,1843,60,7.1,10546,109.82
Galle,Latosols,Maha,Banana,26.6,2700,89,6.4,26450,146.62
Puttalam,Calcic Red Latosols,Yala,Mango,29.6,907,83,7.8,10604,271.85
Batticaloa,Alluvial Soils,Maha,Papaya,32.4,1906,82,7.7,41646,141.18
Hambantota,Reddish Brown Earths,Yala,Coconut,30.1,904,79,7.2,7947,102.42
Nuwara Eliya,Latosols,Maha,Carrot,13.4,2821,77,4.5,67271,185.43
Kalutara,Red-Yellow Podzolic Soils,Maha,Potato,26.4,3809,82,6.3,10101,241.53
Colombo,Latosols,Yala,Carrot,29.0,1821,78,6.5,9345,202.72
Kegalle,Red-Yellow Podzolic Soils,Maha,Paddy,26.1,3733,78,5.1,4698,125.6
Gampaha,Latosols,Maha,Maize,26.5,2693,84,6.9,5183,133.68
Jaffna,Regosols,Maha,Brinjal,33.4,787,71,7.9,18241,179.43
Matara,Alluvial Soils,Maha,Sweet Potato,30.8,2822,75,6.8,21975,104.93
Kegalle,Red-Yellow Podzolic Soils,Maha,Coconut,25.6,3499,76,5.7,15126,99.68
Matara,Alluvial Soils,Maha,Papaya,28.2,2614,83,6.5,43849,125.08
Mannar,Calcic Red Latosols,Yala,Mango,31.7,1022,70,8.3,10425,295.52
Kandy,Red-Yellow Podzolic Soils,Yala,Carrot,26.9,1594,81,6.3,15418,165.77
Gampaha,Latosols,Maha,Brinjal,29.0,2400,86,6.8,26236,176.77
Gampaha,Alluvial Soils,Yala,Papaya,28.0,1732,85,6.4,28621,128.89
Vavuniya,Reddish Brown Earths,Maha,Sweet Potato,26.6,1635,76,7.3,28126,118.57
Jaffna,Calcic Red Latosols,Maha,Brinjal,31.3,1115,65,8.7,19825,155.62
Anuradhapura,Alluvial Soils,Yala,Coconut,26.9,987,72,7.0,8581,106.11
Matale,Reddish Brown Earths,Maha,Potato,24.4,2383,68,6.7,26641,211.18
Kegalle,Red-Yellow Podzolic Soils,Maha,Maize,30.7,3393,77,6.1,5299,149.67
Gampaha,Alluvial Soils,Yala,Tomato,27.2,1678,79,6.6,24900,151.15
Colombo,Latosols,Maha,Brinjal,26.9,2705,75,6.5,30251,174.94
Kalutara,Red-Yellow Podzolic Soils,Maha,Carrot,28.9,3371,87,5.2,12312,211.7
Monaragala,Reddish Brown Earths,Yala,Big Onion,26.7,1270,75,7.0,15437,228.84
Colombo,Latosols,Yala,Tomato,28.4,1625,82,6.3,23890,173.22
Kalutara,Red-Yellow Podzolic Soils,Yala,Pumpkin,26.1,2066,90,5.2,21319,106.15
Trincomalee,Alluvial Soils,Yala,Papaya,29.5,1290,76,8.2,31684,133.68
Puttalam,Calcic Red Latosols,Yala,Rubber,29.3,1034,76,7.0,1306,783.91
Nuwara Eliya,Latosols,Yala,Banana,14.5,1569,79,5.5,14928,153.51
Colombo,Red-Yellow Podzolic Soils,Yala,Carrot,28.7,1696,88,5.8,9350,200.76
Gampaha,Latosols,Yala,Carrot,28.8,1621,75,6.9,8786,225.71
Galle,Red-Yellow Podzolic Soils,Maha,Big Onion,29.8,2855,90,5.6,24507,250.49
Mullaitivu,Latosols,Yala,Tomato,29.0,1178,78,7.1,17248,151.84
Ampara,Reddish Brown Earths,Yala,Beans,29.4,1173,77,7.3,11917,259.53
Kandy,Reddish Brown Earths,Maha,Banana,27.0,2255,83,6.5,19007,149.74
Kandy,Reddish Brown Earths,Yala,Maize,25.6,1803,77,6.4,4841,146.14
Ampara,Alluvial Soils,Yala,Rubber,28.1,1144,75,7.6,1248,728.92
Ampara,Reddish Brown Earths,Yala,Maize,27.8,1284,79,7.2,6014,146.26
Kalutara,Red-Yellow Podzolic Soils,Yala,Manioc,31.0,2272,93,5.6,19984,83.38
Gampaha,Alluvial Soils,Yala,Maize,28.3,1619,75,6.6,4410,143.77
Kegalle,Red-Yellow Podzolic Soils,Maha,Tomato,29.4,4140,84,5.8,22863,148.31
Jaffna,Regosols,Maha,Carrot,29.0,1140,75,8.6,4055,205.19
Monaragala,Reddish Brown Earths,Yala,Chili,27.0,1222,69,7.3,7221,404.24
Kilinochchi,Reddish Brown Earths,Maha,Coconut,31.4,1642,70,7.4,10458,102.46
Kalutara,Red-Yellow Podzolic Soils,Maha,Rubber,30.4,3147,93,6.4,3004,722.14
Kilinochchi,Reddish Brown Earths,Yala,Potato,29.1,936,69,7.4,20879,211.6
Mullaitivu,Latosols,Maha,Rubber,30.6,1853,83,7.3,1778,827.42
Kurunegala,Reddish Brown Earths,Maha,Papaya,32.5,2015,73,7.1,44178,126.35
Kurunegala,Alluvial Soils,Maha,Pumpkin,30.5,2269,84,7.4,27040,92.48
Batticaloa,Regosols,Maha,Paddy,32.6,1943,80,7.5,6950,130.66
Ratnapura,Red-Yellow Podzolic Soils,Maha,Rubber,28.2,5124,93,5.7,3068,720.31
Mannar,Regosols,Yala,Brinjal,30.1,806,72,8.4,13918,159.41
Ampara,Reddish Brown Earths,Yala,Banana,30.5,1100,76,7.8,14092,137.57
Kilinochchi,Reddish Brown Earths,Yala,Banana,33.0,925,74,7.9,13701,137.25
Mannar,Regosols,Maha,Maize,26.3,1487,82,8.3,5926,130.2
Matara,Red-Yellow Podzolic Soils,Maha,Brinjal,30.7,2433,76,5.7,26302,159.59
Mullaitivu,Alluvial Soils,Maha,Brinjal,26.8,1876,78,7.6,17092,160.07
